video,fps,frame,tip_x,tip_y
healthy_17,30.0,0,418,301
healthy_17,30.0,1,418,301
healthy_17,30.0,2,418,300
healthy_17,30.0,3,418,300
healthy_17,30.0,4,418,299
healthy_17,30.0,5,418,298
healthy_17,30.0,6,418,298
healthy_17,30.0,7,418,298
healthy_17,30.0,8,418,298
healthy_17,30.0,9,404,318
healthy_17,30.0,10,404,318
healthy_17,30.0,11,404,318
healthy_17,30.0,12,404,318
healthy_17,30.0,13,404,318
healthy_17,30.0,14,404,318
healthy_17,30.0,15,404,318
healthy_17,30.0,16,404,318
healthy_17,30.0,17,418,298
healthy_17,30.0,18,417,299
healthy_17,30.0,19,404,318
healthy_17,30.0,20,404,318
healthy_17,30.0,21,404,318
healthy_17,30.0,22,404,318
healthy_17,30.0,23,404,318
healthy_17,30.0,24,404,318
healthy_17,30.0,25,404,318
healthy_17,30.0,26,404,318
healthy_17,30.0,27,404,318
healthy_17,30.0,28,404,318
healthy_17,30.0,29,404,318
healthy_17,30.0,30,404,318
healthy_17,30.0,31,404,318
healthy_17,30.0,32,417,297
healthy_17,30.0,33,417,297
healthy_17,30.0,34,404,318
healthy_17,30.0,35,404,318
healthy_17,30.0,36,404,318
healthy_17,30.0,37,404,318
healthy_17,30.0,38,404,318
healthy_17,30.0,39,404,318
healthy_17,30.0,40,404,318
healthy_17,30.0,41,404,318
healthy_17,30.0,42,404,318
healthy_17,30.0,43,404,318
healthy_17,30.0,44,404,318
healthy_17,30.0,45,404,318
healthy_17,30.0,46,418,302
healthy_17,30.0,47,418,301
healthy_17,30.0,48,404,318
healthy_17,30.0,49,404,318
healthy_17,30.0,50,404,318
healthy_17,30.0,51,404,318
healthy_17,30.0,52,404,318
healthy_17,30.0,53,404,318
healthy_17,30.0,54,404,318
healthy_17,30.0,55,404,318
healthy_17,30.0,56,404,318
healthy_17,30.0,57,404,318
healthy_17,30.0,58,404,318
healthy_17,30.0,59,404,318
healthy_17,30.0,60,404,318
healthy_17,30.0,61,404,318
healthy_17,30.0,62,404,318
healthy_17,30.0,63,404,318
healthy_17,30.0,64,404,318
healthy_17,30.0,65,404,318
healthy_17,30.0,66,404,318
healthy_17,30.0,67,404,318
healthy_17,30.0,68,404,318
healthy_17,30.0,69,404,318
healthy_17,30.0,70,404,318
healthy_17,30.0,71,404,318
healthy_17,30.0,72,404,318
healthy_17,30.0,73,417,297
healthy_17,30.0,74,417,297
healthy_17,30.0,75,417,297
healthy_17,30.0,76,417,297
healthy_17,30.0,77,417,297
healthy_17,30.0,78,417,297
healthy_17,30.0,79,417,297
healthy_17,30.0,80,417,297
healthy_17,30.0,81,417,297
healthy_17,30.0,82,405,318
healthy_17,30.0,83,405,318
healthy_17,30.0,84,405,318
healthy_17,30.0,85,404,318
healthy_17,30.0,86,404,318
healthy_17,30.0,87,404,318
healthy_17,30.0,88,404,318
healthy_17,30.0,89,404,318
healthy_17,30.0,90,404,318
healthy_17,30.0,91,404,318
healthy_17,30.0,92,404,318
healthy_17,30.0,93,404,318
healthy_17,30.0,94,404,318
healthy_17,30.0,95,404,318
healthy_17,30.0,96,404,318
healthy_17,30.0,97,404,318
healthy_17,30.0,98,405,318
healthy_17,30.0,99,404,318
healthy_17,30.0,100,404,318
healthy_17,30.0,101,404,318
healthy_17,30.0,102,404,318
healthy_17,30.0,103,404,318
healthy_17,30.0,104,404,318
healthy_17,30.0,105,404,318
healthy_17,30.0,106,404,318
healthy_17,30.0,107,404,318
healthy_17,30.0,108,404,318
healthy_17,30.0,109,404,318
healthy_17,30.0,110,404,318
healthy_17,30.0,111,404,318
healthy_17,30.0,112,404,318
healthy_17,30.0,113,404,318
healthy_17,30.0,114,404,318
healthy_17,30.0,115,404,318
healthy_17,30.0,116,404,318
healthy_17,30.0,117,404,318
healthy_17,30.0,118,404,318
healthy_17,30.0,119,404,318
healthy_17,30.0,120,405,318
healthy_17,30.0,121,405,318
healthy_17,30.0,122,405,318
healthy_17,30.0,123,405,318
healthy_17,30.0,124,405,318
healthy_17,30.0,125,404,318
healthy_17,30.0,126,404,318
healthy_17,30.0,127,404,318
healthy_17,30.0,128,404,318
healthy_17,30.0,129,404,318
healthy_17,30.0,130,404,318
healthy_17,30.0,131,404,318
healthy_17,30.0,132,404,318
healthy_17,30.0,133,404,318
healthy_17,30.0,134,404,318
healthy_17,30.0,135,404,318
healthy_17,30.0,136,404,318
healthy_17,30.0,137,404,318
healthy_17,30.0,138,404,318
healthy_17,30.0,139,404,318
healthy_17,30.0,140,404,318
healthy_17,30.0,141,404,318
healthy_17,30.0,142,404,318
healthy_17,30.0,143,404,318
healthy_17,30.0,144,404,318
healthy_17,30.0,145,404,318
healthy_17,30.0,146,404,318
healthy_17,30.0,147,404,318
healthy_17,30.0,148,404,318
healthy_17,30.0,149,404,318
healthy_17,30.0,150,404,318
healthy_17,30.0,151,404,318
healthy_17,30.0,152,404,318
healthy_17,30.0,153,404,318
healthy_17,30.0,154,404,318
healthy_17,30.0,155,404,318
healthy_17,30.0,156,404,318
healthy_17,30.0,157,404,318
healthy_17,30.0,158,404,318
healthy_17,30.0,159,404,318
healthy_17,30.0,160,404,318
healthy_17,30.0,161,404,318
healthy_17,30.0,162,404,318
healthy_17,30.0,163,404,318
healthy_17,30.0,164,404,318
healthy_17,30.0,165,404,318
healthy_17,30.0,166,404,318
healthy_17,30.0,167,404,318
healthy_17,30.0,168,404,318
healthy_17,30.0,169,404,318
healthy_17,30.0,170,404,318
healthy_17,30.0,171,404,318
healthy_17,30.0,172,404,318
healthy_17,30.0,173,404,318
healthy_17,30.0,174,404,318
healthy_17,30.0,175,404,318
healthy_17,30.0,176,404,318
healthy_17,30.0,177,404,318
healthy_17,30.0,178,404,318
healthy_17,30.0,179,404,318
healthy_17,30.0,180,404,318
healthy_17,30.0,181,404,318
healthy_17,30.0,182,403,318
healthy_17,30.0,183,403,318
healthy_17,30.0,184,404,318
healthy_17,30.0,185,404,318
healthy_17,30.0,186,404,318
healthy_17,30.0,187,404,318
healthy_17,30.0,188,404,318
healthy_17,30.0,189,403,317
healthy_17,30.0,190,403,317
healthy_17,30.0,191,404,318
healthy_17,30.0,192,404,318
