video,fps,frame,tip_x,tip_y
PCD_14,30.0,0,242,163
PCD_14,30.0,1,242,163
PCD_14,30.0,2,242,163
PCD_14,30.0,3,242,163
PCD_14,30.0,4,242,163
PCD_14,30.0,5,242,163
PCD_14,30.0,6,242,163
PCD_14,30.0,7,242,163
PCD_14,30.0,8,242,163
PCD_14,30.0,9,242,163
PCD_14,30.0,10,242,163
PCD_14,30.0,11,242,163
PCD_14,30.0,12,242,163
PCD_14,30.0,13,242,163
PCD_14,30.0,14,242,163
PCD_14,30.0,15,242,163
PCD_14,30.0,16,242,163
PCD_14,30.0,17,242,163
PCD_14,30.0,18,242,163
PCD_14,30.0,19,242,163
PCD_14,30.0,20,242,163
PCD_14,30.0,21,242,163
PCD_14,30.0,22,242,163
PCD_14,30.0,23,242,163
PCD_14,30.0,24,242,163
PCD_14,30.0,25,242,163
PCD_14,30.0,26,242,163
PCD_14,30.0,27,242,163
PCD_14,30.0,28,242,163
PCD_14,30.0,29,242,163
PCD_14,30.0,30,242,163
PCD_14,30.0,31,242,163
PCD_14,30.0,32,242,163
PCD_14,30.0,33,242,163
PCD_14,30.0,34,242,163
PCD_14,30.0,35,242,163
PCD_14,30.0,36,242,163
PCD_14,30.0,37,242,163
PCD_14,30.0,38,242,163
PCD_14,30.0,39,242,163
PCD_14,30.0,40,242,163
PCD_14,30.0,41,242,163
PCD_14,30.0,42,242,163
PCD_14,30.0,43,242,163
PCD_14,30.0,44,242,163
PCD_14,30.0,45,242,163
PCD_14,30.0,46,242,163
PCD_14,30.0,47,242,163
PCD_14,30.0,48,242,163
PCD_14,30.0,49,242,163
PCD_14,30.0,50,242,163
PCD_14,30.0,51,242,163
PCD_14,30.0,52,242,163
PCD_14,30.0,53,242,163
PCD_14,30.0,54,242,163
PCD_14,30.0,55,242,163
PCD_14,30.0,56,242,163
PCD_14,30.0,57,242,163
PCD_14,30.0,58,242,163
PCD_14,30.0,59,242,163
PCD_14,30.0,60,242,163
PCD_14,30.0,61,242,163
PCD_14,30.0,62,242,163
PCD_14,30.0,63,242,163
PCD_14,30.0,64,242,163
PCD_14,30.0,65,242,163
PCD_14,30.0,66,242,163
PCD_14,30.0,67,242,163
PCD_14,30.0,68,242,163
PCD_14,30.0,69,242,163
PCD_14,30.0,70,242,163
PCD_14,30.0,71,242,163
PCD_14,30.0,72,242,163
PCD_14,30.0,73,242,163
PCD_14,30.0,74,242,163
PCD_14,30.0,75,242,163
PCD_14,30.0,76,242,163
PCD_14,30.0,77,242,163
PCD_14,30.0,78,242,163
PCD_14,30.0,79,242,163
PCD_14,30.0,80,242,163
PCD_14,30.0,81,242,163
