video,fps,frame,tip_x,tip_y
healthy_1,60.0,0,208,310
healthy_1,60.0,1,208,310
healthy_1,60.0,2,383,318
healthy_1,60.0,3,209,309
healthy_1,60.0,4,383,317
healthy_1,60.0,5,384,318
healthy_1,60.0,6,383,318
healthy_1,60.0,7,209,309
healthy_1,60.0,8,383,318
healthy_1,60.0,9,208,310
healthy_1,60.0,10,208,310
healthy_1,60.0,11,383,318
healthy_1,60.0,12,208,310
healthy_1,60.0,13,385,318
healthy_1,60.0,14,383,318
healthy_1,60.0,15,208,310
healthy_1,60.0,16,208,310
healthy_1,60.0,17,383,318
healthy_1,60.0,18,208,310
healthy_1,60.0,19,208,310
healthy_1,60.0,20,208,310
healthy_1,60.0,21,384,318
healthy_1,60.0,22,383,318
healthy_1,60.0,23,383,318
healthy_1,60.0,24,383,318
healthy_1,60.0,25,383,318
healthy_1,60.0,26,384,317
healthy_1,60.0,27,208,310
healthy_1,60.0,28,208,310
healthy_1,60.0,29,384,318
healthy_1,60.0,30,208,310
healthy_1,60.0,31,208,310
healthy_1,60.0,32,207,311
healthy_1,60.0,33,383,317
healthy_1,60.0,34,383,318
healthy_1,60.0,35,208,310
healthy_1,60.0,36,207,311
healthy_1,60.0,37,207,311
healthy_1,60.0,38,208,310
healthy_1,60.0,39,384,318
healthy_1,60.0,40,208,310
healthy_1,60.0,41,208,310
healthy_1,60.0,42,384,318
healthy_1,60.0,43,208,310
healthy_1,60.0,44,208,310
healthy_1,60.0,45,384,318
healthy_1,60.0,46,208,310
healthy_1,60.0,47,383,318
healthy_1,60.0,48,208,310
healthy_1,60.0,49,208,310
healthy_1,60.0,50,208,310
healthy_1,60.0,51,384,318
healthy_1,60.0,52,208,310
healthy_1,60.0,53,208,310
healthy_1,60.0,54,208,310
healthy_1,60.0,55,208,310
healthy_1,60.0,56,208,310
healthy_1,60.0,57,383,318
healthy_1,60.0,58,208,310
healthy_1,60.0,59,383,317
healthy_1,60.0,60,382,318
healthy_1,60.0,61,385,318
healthy_1,60.0,62,208,310
healthy_1,60.0,63,208,310
healthy_1,60.0,64,208,310
healthy_1,60.0,65,383,318
healthy_1,60.0,66,384,318
healthy_1,60.0,67,383,318
healthy_1,60.0,68,208,310
healthy_1,60.0,69,208,310
healthy_1,60.0,70,383,318
healthy_1,60.0,71,208,310
healthy_1,60.0,72,208,310
healthy_1,60.0,73,208,310
healthy_1,60.0,74,208,310
healthy_1,60.0,75,208,310
healthy_1,60.0,76,208,310
healthy_1,60.0,77,384,318
healthy_1,60.0,78,208,310
healthy_1,60.0,79,384,318
healthy_1,60.0,80,208,310
healthy_1,60.0,81,208,310
healthy_1,60.0,82,384,318
healthy_1,60.0,83,208,310
healthy_1,60.0,84,208,310
healthy_1,60.0,85,208,310
healthy_1,60.0,86,384,318
healthy_1,60.0,87,208,310
healthy_1,60.0,88,385,318
healthy_1,60.0,89,382,317
healthy_1,60.0,90,209,309
healthy_1,60.0,91,385,318
healthy_1,60.0,92,383,318
healthy_1,60.0,93,209,309
healthy_1,60.0,94,208,310
healthy_1,60.0,95,209,309
healthy_1,60.0,96,208,310
healthy_1,60.0,97,384,318
healthy_1,60.0,98,208,310
healthy_1,60.0,99,208,310
healthy_1,60.0,100,208,310
healthy_1,60.0,101,208,310
healthy_1,60.0,102,208,310
healthy_1,60.0,103,208,310
healthy_1,60.0,104,208,310
healthy_1,60.0,105,208,310
healthy_1,60.0,106,208,310
healthy_1,60.0,107,208,310
healthy_1,60.0,108,208,310
healthy_1,60.0,109,383,318
healthy_1,60.0,110,208,310
healthy_1,60.0,111,208,310
healthy_1,60.0,112,208,310
healthy_1,60.0,113,208,310
healthy_1,60.0,114,208,310
healthy_1,60.0,115,208,310
healthy_1,60.0,116,384,318
healthy_1,60.0,117,383,318
healthy_1,60.0,118,384,318
healthy_1,60.0,119,208,310
healthy_1,60.0,120,207,311
healthy_1,60.0,121,207,311
healthy_1,60.0,122,207,311
healthy_1,60.0,123,207,311
healthy_1,60.0,124,207,311
healthy_1,60.0,125,384,318
healthy_1,60.0,126,208,310
healthy_1,60.0,127,207,311
healthy_1,60.0,128,208,310
healthy_1,60.0,129,384,318
healthy_1,60.0,130,207,311
healthy_1,60.0,131,384,318
healthy_1,60.0,132,207,311
healthy_1,60.0,133,384,318
healthy_1,60.0,134,208,310
healthy_1,60.0,135,207,311
healthy_1,60.0,136,384,318
healthy_1,60.0,137,207,311
healthy_1,60.0,138,207,311
healthy_1,60.0,139,384,318
healthy_1,60.0,140,207,311
healthy_1,60.0,141,208,310
healthy_1,60.0,142,384,318
healthy_1,60.0,143,208,310
healthy_1,60.0,144,384,318
healthy_1,60.0,145,208,310
healthy_1,60.0,146,385,318
healthy_1,60.0,147,383,318
healthy_1,60.0,148,208,310
healthy_1,60.0,149,384,318
healthy_1,60.0,150,383,317
healthy_1,60.0,151,384,318
healthy_1,60.0,152,383,318
healthy_1,60.0,153,385,318
healthy_1,60.0,154,384,318
healthy_1,60.0,155,208,310
healthy_1,60.0,156,208,310
healthy_1,60.0,157,208,310
healthy_1,60.0,158,383,317
healthy_1,60.0,159,208,310
healthy_1,60.0,160,208,310
healthy_1,60.0,161,208,310
healthy_1,60.0,162,208,310
healthy_1,60.0,163,208,310
healthy_1,60.0,164,208,310
healthy_1,60.0,165,208,310
healthy_1,60.0,166,208,310
healthy_1,60.0,167,208,310
healthy_1,60.0,168,208,310
healthy_1,60.0,169,383,318
healthy_1,60.0,170,208,310
healthy_1,60.0,171,383,318
healthy_1,60.0,172,208,310
healthy_1,60.0,173,383,318
healthy_1,60.0,174,208,310
healthy_1,60.0,175,208,310
healthy_1,60.0,176,208,310
healthy_1,60.0,177,208,310
healthy_1,60.0,178,208,310
healthy_1,60.0,179,384,318
healthy_1,60.0,180,208,310
healthy_1,60.0,181,208,310
healthy_1,60.0,182,208,310
healthy_1,60.0,183,208,310
healthy_1,60.0,184,208,310
healthy_1,60.0,185,208,310
healthy_1,60.0,186,208,310
healthy_1,60.0,187,208,310
healthy_1,60.0,188,208,310
healthy_1,60.0,189,383,318
healthy_1,60.0,190,208,310
healthy_1,60.0,191,208,310
healthy_1,60.0,192,208,310
