video,fps,frame,tip_x,tip_y
PCD_3,25.0,0,201,122
PCD_3,25.0,1,200,121
PCD_3,25.0,2,200,121
PCD_3,25.0,3,200,121
PCD_3,25.0,4,201,122
PCD_3,25.0,5,201,122
PCD_3,25.0,6,201,122
PCD_3,25.0,7,201,122
PCD_3,25.0,8,200,122
PCD_3,25.0,9,201,122
PCD_3,25.0,10,201,122
PCD_3,25.0,11,201,122
PCD_3,25.0,12,201,122
PCD_3,25.0,13,201,122
PCD_3,25.0,14,201,122
PCD_3,25.0,15,201,122
PCD_3,25.0,16,201,122
PCD_3,25.0,17,201,122
PCD_3,25.0,18,201,122
PCD_3,25.0,19,200,122
PCD_3,25.0,20,200,122
PCD_3,25.0,21,200,122
PCD_3,25.0,22,200,122
PCD_3,25.0,23,201,122
PCD_3,25.0,24,201,122
PCD_3,25.0,25,201,122
PCD_3,25.0,26,201,122
PCD_3,25.0,27,201,122
PCD_3,25.0,28,201,122
PCD_3,25.0,29,201,122
PCD_3,25.0,30,201,122
PCD_3,25.0,31,201,122
PCD_3,25.0,32,201,122
PCD_3,25.0,33,201,122
PCD_3,25.0,34,201,122
PCD_3,25.0,35,201,122
PCD_3,25.0,36,201,122
PCD_3,25.0,37,201,122
PCD_3,25.0,38,201,122
PCD_3,25.0,39,201,122
PCD_3,25.0,40,201,122
PCD_3,25.0,41,201,122
PCD_3,25.0,42,201,122
PCD_3,25.0,43,201,122
PCD_3,25.0,44,201,122
PCD_3,25.0,45,201,122
PCD_3,25.0,46,201,122
PCD_3,25.0,47,201,122
PCD_3,25.0,48,200,121
PCD_3,25.0,49,201,122
PCD_3,25.0,50,201,122
PCD_3,25.0,51,201,122
PCD_3,25.0,52,201,122
PCD_3,25.0,53,201,122
PCD_3,25.0,54,200,121
PCD_3,25.0,55,200,121
PCD_3,25.0,56,200,121
PCD_3,25.0,57,200,121
PCD_3,25.0,58,201,122
PCD_3,25.0,59,201,122
PCD_3,25.0,60,201,122
PCD_3,25.0,61,201,122
PCD_3,25.0,62,201,122
PCD_3,25.0,63,201,122
PCD_3,25.0,64,201,122
PCD_3,25.0,65,201,122
PCD_3,25.0,66,201,122
PCD_3,25.0,67,201,122
PCD_3,25.0,68,201,122
PCD_3,25.0,69,201,122
PCD_3,25.0,70,201,122
PCD_3,25.0,71,201,122
PCD_3,25.0,72,201,122
PCD_3,25.0,73,200,122
PCD_3,25.0,74,201,122
PCD_3,25.0,75,201,122
PCD_3,25.0,76,201,122
PCD_3,25.0,77,201,122
PCD_3,25.0,78,201,122
PCD_3,25.0,79,201,122
PCD_3,25.0,80,200,122
PCD_3,25.0,81,200,122
PCD_3,25.0,82,200,122
PCD_3,25.0,83,200,122
PCD_3,25.0,84,201,122
PCD_3,25.0,85,201,122
PCD_3,25.0,86,201,122
PCD_3,25.0,87,201,122
PCD_3,25.0,88,201,122
PCD_3,25.0,89,201,122
PCD_3,25.0,90,201,122
PCD_3,25.0,91,201,122
PCD_3,25.0,92,201,122
PCD_3,25.0,93,201,122
PCD_3,25.0,94,201,122
PCD_3,25.0,95,201,122
PCD_3,25.0,96,201,122
PCD_3,25.0,97,201,122
PCD_3,25.0,98,201,122
PCD_3,25.0,99,201,122
PCD_3,25.0,100,201,122
PCD_3,25.0,101,201,122
PCD_3,25.0,102,201,122
PCD_3,25.0,103,201,122
PCD_3,25.0,104,200,122
PCD_3,25.0,105,200,122
PCD_3,25.0,106,201,122
PCD_3,25.0,107,201,122
PCD_3,25.0,108,201,122
PCD_3,25.0,109,200,122
PCD_3,25.0,110,200,122
PCD_3,25.0,111,200,122
PCD_3,25.0,112,201,122
PCD_3,25.0,113,200,122
PCD_3,25.0,114,201,122
PCD_3,25.0,115,201,122
PCD_3,25.0,116,200,122
PCD_3,25.0,117,200,122
PCD_3,25.0,118,200,122
PCD_3,25.0,119,200,122
PCD_3,25.0,120,200,122
PCD_3,25.0,121,201,122
PCD_3,25.0,122,201,122
PCD_3,25.0,123,201,122
PCD_3,25.0,124,201,122
PCD_3,25.0,125,201,122
PCD_3,25.0,126,201,122
PCD_3,25.0,127,201,122
PCD_3,25.0,128,201,122
PCD_3,25.0,129,201,122
PCD_3,25.0,130,201,122
PCD_3,25.0,131,201,122
PCD_3,25.0,132,201,122
PCD_3,25.0,133,201,122
PCD_3,25.0,134,201,122
PCD_3,25.0,135,201,122
PCD_3,25.0,136,200,122
PCD_3,25.0,137,200,122
PCD_3,25.0,138,200,122
PCD_3,25.0,139,200,122
PCD_3,25.0,140,201,122
PCD_3,25.0,141,201,122
PCD_3,25.0,142,201,122
PCD_3,25.0,143,200,122
PCD_3,25.0,144,200,122
PCD_3,25.0,145,200,122
PCD_3,25.0,146,200,121
PCD_3,25.0,147,200,121
PCD_3,25.0,148,201,122
PCD_3,25.0,149,201,122
PCD_3,25.0,150,201,122
PCD_3,25.0,151,200,122
PCD_3,25.0,152,200,122
PCD_3,25.0,153,200,122
PCD_3,25.0,154,200,122
PCD_3,25.0,155,200,122
PCD_3,25.0,156,200,122
PCD_3,25.0,157,200,122
PCD_3,25.0,158,200,122
PCD_3,25.0,159,201,122
PCD_3,25.0,160,201,122
PCD_3,25.0,161,201,122
PCD_3,25.0,162,201,122
PCD_3,25.0,163,200,122
PCD_3,25.0,164,200,122
PCD_3,25.0,165,200,122
PCD_3,25.0,166,200,122
PCD_3,25.0,167,200,122
PCD_3,25.0,168,200,122
PCD_3,25.0,169,200,122
PCD_3,25.0,170,200,122
PCD_3,25.0,171,200,122
PCD_3,25.0,172,200,122
PCD_3,25.0,173,200,122
PCD_3,25.0,174,200,122
PCD_3,25.0,175,200,122
PCD_3,25.0,176,200,122
PCD_3,25.0,177,200,122
PCD_3,25.0,178,201,122
PCD_3,25.0,179,201,122
PCD_3,25.0,180,201,122
PCD_3,25.0,181,201,122
PCD_3,25.0,182,201,122
PCD_3,25.0,183,200,122
PCD_3,25.0,184,201,122
PCD_3,25.0,185,201,122
PCD_3,25.0,186,201,122
