video,fps,frame,tip_x,tip_y
PCD_4,25.0,0,228,210
PCD_4,25.0,1,228,210
PCD_4,25.0,2,228,210
PCD_4,25.0,3,228,210
PCD_4,25.0,4,228,210
PCD_4,25.0,5,228,210
PCD_4,25.0,6,228,210
PCD_4,25.0,7,228,210
PCD_4,25.0,8,228,210
PCD_4,25.0,9,228,210
PCD_4,25.0,10,228,210
PCD_4,25.0,11,228,210
PCD_4,25.0,12,228,210
PCD_4,25.0,13,228,210
PCD_4,25.0,14,228,210
PCD_4,25.0,15,228,210
PCD_4,25.0,16,228,210
PCD_4,25.0,17,228,210
PCD_4,25.0,18,228,210
PCD_4,25.0,19,228,210
PCD_4,25.0,20,228,210
PCD_4,25.0,21,228,210
PCD_4,25.0,22,228,210
PCD_4,25.0,23,228,210
PCD_4,25.0,24,228,210
PCD_4,25.0,25,228,210
PCD_4,25.0,26,228,210
PCD_4,25.0,27,228,210
PCD_4,25.0,28,228,210
PCD_4,25.0,29,228,210
PCD_4,25.0,30,228,210
PCD_4,25.0,31,228,210
PCD_4,25.0,32,228,210
PCD_4,25.0,33,228,210
PCD_4,25.0,34,228,210
PCD_4,25.0,35,228,210
PCD_4,25.0,36,228,210
PCD_4,25.0,37,228,210
PCD_4,25.0,38,228,210
PCD_4,25.0,39,228,210
PCD_4,25.0,40,228,210
PCD_4,25.0,41,228,210
PCD_4,25.0,42,228,210
PCD_4,25.0,43,228,210
PCD_4,25.0,44,228,210
PCD_4,25.0,45,228,210
PCD_4,25.0,46,228,210
PCD_4,25.0,47,228,210
PCD_4,25.0,48,228,210
PCD_4,25.0,49,228,210
PCD_4,25.0,50,228,210
PCD_4,25.0,51,228,210
PCD_4,25.0,52,228,210
PCD_4,25.0,53,228,210
PCD_4,25.0,54,228,210
PCD_4,25.0,55,228,210
PCD_4,25.0,56,228,210
PCD_4,25.0,57,228,210
PCD_4,25.0,58,228,210
PCD_4,25.0,59,228,210
PCD_4,25.0,60,228,210
PCD_4,25.0,61,228,210
PCD_4,25.0,62,228,210
PCD_4,25.0,63,228,210
PCD_4,25.0,64,228,210
PCD_4,25.0,65,228,210
PCD_4,25.0,66,228,210
PCD_4,25.0,67,228,210
PCD_4,25.0,68,228,210
PCD_4,25.0,69,228,210
PCD_4,25.0,70,228,210
PCD_4,25.0,71,228,210
PCD_4,25.0,72,228,210
PCD_4,25.0,73,228,210
PCD_4,25.0,74,228,210
PCD_4,25.0,75,228,210
PCD_4,25.0,76,228,210
PCD_4,25.0,77,228,210
PCD_4,25.0,78,228,210
PCD_4,25.0,79,228,210
PCD_4,25.0,80,228,210
PCD_4,25.0,81,228,210
PCD_4,25.0,82,228,210
PCD_4,25.0,83,228,210
PCD_4,25.0,84,228,210
PCD_4,25.0,85,228,210
PCD_4,25.0,86,228,210
PCD_4,25.0,87,228,210
PCD_4,25.0,88,228,210
PCD_4,25.0,89,228,210
PCD_4,25.0,90,228,210
PCD_4,25.0,91,228,210
PCD_4,25.0,92,228,210
PCD_4,25.0,93,228,210
PCD_4,25.0,94,228,210
PCD_4,25.0,95,228,210
PCD_4,25.0,96,228,210
PCD_4,25.0,97,228,210
PCD_4,25.0,98,228,210
PCD_4,25.0,99,228,210
PCD_4,25.0,100,228,210
PCD_4,25.0,101,228,210
PCD_4,25.0,102,228,210
PCD_4,25.0,103,228,210
PCD_4,25.0,104,228,210
PCD_4,25.0,105,228,210
PCD_4,25.0,106,228,210
PCD_4,25.0,107,228,210
PCD_4,25.0,108,228,210
PCD_4,25.0,109,228,210
PCD_4,25.0,110,228,210
PCD_4,25.0,111,228,210
PCD_4,25.0,112,228,210
PCD_4,25.0,113,228,210
PCD_4,25.0,114,228,210
PCD_4,25.0,115,228,210
PCD_4,25.0,116,228,210
PCD_4,25.0,117,228,210
PCD_4,25.0,118,228,210
PCD_4,25.0,119,228,210
PCD_4,25.0,120,228,210
PCD_4,25.0,121,228,210
PCD_4,25.0,122,228,210
PCD_4,25.0,123,228,210
PCD_4,25.0,124,228,210
PCD_4,25.0,125,228,210
PCD_4,25.0,126,228,210
PCD_4,25.0,127,228,210
PCD_4,25.0,128,228,210
PCD_4,25.0,129,228,210
PCD_4,25.0,130,228,210
PCD_4,25.0,131,228,210
PCD_4,25.0,132,228,210
PCD_4,25.0,133,228,210
PCD_4,25.0,134,228,210
PCD_4,25.0,135,228,210
PCD_4,25.0,136,228,210
PCD_4,25.0,137,228,210
PCD_4,25.0,138,228,210
PCD_4,25.0,139,228,210
PCD_4,25.0,140,228,210
PCD_4,25.0,141,228,210
PCD_4,25.0,142,228,210
PCD_4,25.0,143,228,210
PCD_4,25.0,144,228,210
PCD_4,25.0,145,228,210
PCD_4,25.0,146,228,210
PCD_4,25.0,147,228,210
PCD_4,25.0,148,228,210
PCD_4,25.0,149,228,210
PCD_4,25.0,150,228,210
PCD_4,25.0,151,228,210
PCD_4,25.0,152,228,210
PCD_4,25.0,153,228,210
PCD_4,25.0,154,228,210
PCD_4,25.0,155,228,210
PCD_4,25.0,156,228,210
PCD_4,25.0,157,228,210
PCD_4,25.0,158,228,210
PCD_4,25.0,159,228,210
PCD_4,25.0,160,228,210
PCD_4,25.0,161,228,210
PCD_4,25.0,162,228,210
PCD_4,25.0,163,228,210
PCD_4,25.0,164,228,210
PCD_4,25.0,165,228,210
PCD_4,25.0,166,228,210
PCD_4,25.0,167,228,210
PCD_4,25.0,168,228,210
PCD_4,25.0,169,228,210
PCD_4,25.0,170,228,210
PCD_4,25.0,171,228,210
PCD_4,25.0,172,228,210
PCD_4,25.0,173,228,210
PCD_4,25.0,174,228,210
PCD_4,25.0,175,228,210
PCD_4,25.0,176,228,210
PCD_4,25.0,177,228,210
PCD_4,25.0,178,228,210
PCD_4,25.0,179,228,210
PCD_4,25.0,180,228,210
PCD_4,25.0,181,228,210
PCD_4,25.0,182,228,210
PCD_4,25.0,183,228,210
PCD_4,25.0,184,228,210
PCD_4,25.0,185,228,210
PCD_4,25.0,186,228,210
PCD_4,25.0,187,228,210
PCD_4,25.0,188,228,210
PCD_4,25.0,189,228,210
PCD_4,25.0,190,228,210
PCD_4,25.0,191,228,210
PCD_4,25.0,192,228,210
PCD_4,25.0,193,228,210
PCD_4,25.0,194,228,210
PCD_4,25.0,195,228,210
PCD_4,25.0,196,228,210
PCD_4,25.0,197,228,210
PCD_4,25.0,198,228,210
PCD_4,25.0,199,228,210
PCD_4,25.0,200,228,210
PCD_4,25.0,201,228,210
PCD_4,25.0,202,228,210
PCD_4,25.0,203,228,210
PCD_4,25.0,204,228,210
PCD_4,25.0,205,228,210
PCD_4,25.0,206,228,210
