video,fps,frame,tip_x,tip_y
PCD_9,30.0,0,414,318
PCD_9,30.0,1,419,312
PCD_9,30.0,2,419,312
PCD_9,30.0,3,418,314
PCD_9,30.0,4,418,314
PCD_9,30.0,5,415,317
PCD_9,30.0,6,418,311
PCD_9,30.0,7,418,311
PCD_9,30.0,8,414,318
PCD_9,30.0,9,414,318
PCD_9,30.0,10,414,318
PCD_9,30.0,11,419,313
PCD_9,30.0,12,419,312
PCD_9,30.0,13,418,315
PCD_9,30.0,14,414,318
PCD_9,30.0,15,418,312
PCD_9,30.0,16,418,312
PCD_9,30.0,17,412,318
PCD_9,30.0,18,419,311
PCD_9,30.0,19,419,311
PCD_9,30.0,20,416,317
PCD_9,30.0,21,418,314
PCD_9,30.0,22,418,314
PCD_9,30.0,23,413,318
PCD_9,30.0,24,414,318
PCD_9,30.0,25,414,318
PCD_9,30.0,26,414,318
PCD_9,30.0,27,419,313
PCD_9,30.0,28,419,313
PCD_9,30.0,29,419,312
PCD_9,30.0,30,413,318
PCD_9,30.0,31,413,318
PCD_9,30.0,32,415,318
PCD_9,30.0,33,415,317
PCD_9,30.0,34,415,317
PCD_9,30.0,35,413,318
PCD_9,30.0,36,415,318
PCD_9,30.0,37,415,318
PCD_9,30.0,38,416,318
PCD_9,30.0,39,418,314
PCD_9,30.0,40,418,314
PCD_9,30.0,41,412,318
PCD_9,30.0,42,413,318
PCD_9,30.0,43,418,313
PCD_9,30.0,44,419,311
PCD_9,30.0,45,419,311
PCD_9,30.0,46,413,318
PCD_9,30.0,47,415,317
PCD_9,30.0,48,415,317
PCD_9,30.0,49,415,317
PCD_9,30.0,50,414,318
PCD_9,30.0,51,414,318
PCD_9,30.0,52,418,314
PCD_9,30.0,53,419,311
PCD_9,30.0,54,418,311
PCD_9,30.0,55,419,311
PCD_9,30.0,56,415,318
PCD_9,30.0,57,419,315
PCD_9,30.0,58,418,317
PCD_9,30.0,59,417,318
PCD_9,30.0,60,414,318
PCD_9,30.0,61,419,310
PCD_9,30.0,62,412,318
PCD_9,30.0,63,412,318
PCD_9,30.0,64,418,310
PCD_9,30.0,65,414,318
PCD_9,30.0,66,419,312
PCD_9,30.0,67,419,312
PCD_9,30.0,68,419,313
PCD_9,30.0,69,419,312
PCD_9,30.0,70,418,314
PCD_9,30.0,71,419,312
PCD_9,30.0,72,418,313
PCD_9,30.0,73,415,317
PCD_9,30.0,74,418,313
PCD_9,30.0,75,418,313
PCD_9,30.0,76,416,317
PCD_9,30.0,77,414,318
PCD_9,30.0,78,414,318
PCD_9,30.0,79,418,314
PCD_9,30.0,80,418,315
PCD_9,30.0,81,419,312
PCD_9,30.0,82,413,318
PCD_9,30.0,83,413,318
PCD_9,30.0,84,414,318
PCD_9,30.0,85,415,317
PCD_9,30.0,86,415,318
PCD_9,30.0,87,419,311
PCD_9,30.0,88,418,315
PCD_9,30.0,89,419,313
PCD_9,30.0,90,415,318
PCD_9,30.0,91,418,316
PCD_9,30.0,92,419,316
PCD_9,30.0,93,416,318
PCD_9,30.0,94,416,318
PCD_9,30.0,95,417,318
PCD_9,30.0,96,413,317
PCD_9,30.0,97,412,317
PCD_9,30.0,98,414,317
PCD_9,30.0,99,412,318
PCD_9,30.0,100,412,318
PCD_9,30.0,101,419,314
PCD_9,30.0,102,418,318
PCD_9,30.0,103,394,318
PCD_9,30.0,104,398,318
PCD_9,30.0,105,397,318
PCD_9,30.0,106,411,318
PCD_9,30.0,107,416,318
PCD_9,30.0,108,418,311
PCD_9,30.0,109,410,318
PCD_9,30.0,110,418,314
PCD_9,30.0,111,414,318
PCD_9,30.0,112,413,318
PCD_9,30.0,113,414,318
PCD_9,30.0,114,419,312
PCD_9,30.0,115,419,313
PCD_9,30.0,116,419,312
PCD_9,30.0,117,418,313
PCD_9,30.0,118,418,314
PCD_9,30.0,119,418,315
PCD_9,30.0,120,414,318
PCD_9,30.0,121,414,318
PCD_9,30.0,122,418,314
PCD_9,30.0,123,418,314
PCD_9,30.0,124,419,311
PCD_9,30.0,125,418,313
PCD_9,30.0,126,418,314
PCD_9,30.0,127,416,318
PCD_9,30.0,128,414,318
PCD_9,30.0,129,414,318
PCD_9,30.0,130,419,314
PCD_9,30.0,131,419,312
PCD_9,30.0,132,419,312
PCD_9,30.0,133,415,317
PCD_9,30.0,134,418,311
PCD_9,30.0,135,418,311
PCD_9,30.0,136,413,318
PCD_9,30.0,137,419,316
PCD_9,30.0,138,419,316
PCD_9,30.0,139,209,318
PCD_9,30.0,140,208,318
PCD_9,30.0,141,208,318
PCD_9,30.0,142,418,315
PCD_9,30.0,143,419,312
PCD_9,30.0,144,419,311
PCD_9,30.0,145,419,312
PCD_9,30.0,146,413,318
PCD_9,30.0,147,413,318
PCD_9,30.0,148,415,318
PCD_9,30.0,149,413,318
PCD_9,30.0,150,414,318
PCD_9,30.0,151,418,315
PCD_9,30.0,152,418,315
PCD_9,30.0,153,419,314
PCD_9,30.0,154,415,318
PCD_9,30.0,155,415,318
PCD_9,30.0,156,414,318
PCD_9,30.0,157,415,317
PCD_9,30.0,158,418,314
PCD_9,30.0,159,415,317
PCD_9,30.0,160,419,312
PCD_9,30.0,161,419,312
PCD_9,30.0,162,419,313
PCD_9,30.0,163,418,313
PCD_9,30.0,164,419,313
PCD_9,30.0,165,419,312
PCD_9,30.0,166,418,314
PCD_9,30.0,167,414,318
PCD_9,30.0,168,416,318
PCD_9,30.0,169,419,312
PCD_9,30.0,170,419,311
PCD_9,30.0,171,417,315
PCD_9,30.0,172,418,314
PCD_9,30.0,173,415,318
PCD_9,30.0,174,416,318
PCD_9,30.0,175,418,318
PCD_9,30.0,176,418,318
PCD_9,30.0,177,418,318
PCD_9,30.0,178,415,318
PCD_9,30.0,179,419,311
PCD_9,30.0,180,418,315
PCD_9,30.0,181,415,318
PCD_9,30.0,182,416,317
PCD_9,30.0,183,416,317
PCD_9,30.0,184,415,318
PCD_9,30.0,185,415,318
PCD_9,30.0,186,419,313
PCD_9,30.0,187,416,317
PCD_9,30.0,188,415,318
PCD_9,30.0,189,414,318
PCD_9,30.0,190,414,318
PCD_9,30.0,191,415,318
PCD_9,30.0,192,415,318
PCD_9,30.0,193,416,318
PCD_9,30.0,194,416,317
PCD_9,30.0,195,414,318
PCD_9,30.0,196,419,312
PCD_9,30.0,197,417,316
PCD_9,30.0,198,418,315
PCD_9,30.0,199,416,317
PCD_9,30.0,200,417,318
PCD_9,30.0,201,416,318
PCD_9,30.0,202,417,318
PCD_9,30.0,203,419,313
PCD_9,30.0,204,415,318
PCD_9,30.0,205,417,312
PCD_9,30.0,206,419,312
PCD_9,30.0,207,418,314
PCD_9,30.0,208,419,312
PCD_9,30.0,209,419,312
PCD_9,30.0,210,416,318
PCD_9,30.0,211,418,318
PCD_9,30.0,212,415,318
PCD_9,30.0,213,413,318
PCD_9,30.0,214,415,318
PCD_9,30.0,215,419,311
PCD_9,30.0,216,419,312
PCD_9,30.0,217,413,318
PCD_9,30.0,218,418,317
PCD_9,30.0,219,418,317
PCD_9,30.0,220,419,315
PCD_9,30.0,221,415,318
PCD_9,30.0,222,419,314
PCD_9,30.0,223,419,313
PCD_9,30.0,224,414,318
PCD_9,30.0,225,413,318
PCD_9,30.0,226,414,318
PCD_9,30.0,227,415,318
PCD_9,30.0,228,417,318
PCD_9,30.0,229,416,317
PCD_9,30.0,230,419,315
PCD_9,30.0,231,419,315
PCD_9,30.0,232,418,315
PCD_9,30.0,233,416,317
PCD_9,30.0,234,418,315
PCD_9,30.0,235,418,315
PCD_9,30.0,236,419,315
PCD_9,30.0,237,417,318
PCD_9,30.0,238,419,313
PCD_9,30.0,239,415,318
PCD_9,30.0,240,414,318
PCD_9,30.0,241,413,318
PCD_9,30.0,242,419,313
PCD_9,30.0,243,419,313
PCD_9,30.0,244,419,315
PCD_9,30.0,245,415,318
PCD_9,30.0,246,414,318
PCD_9,30.0,247,416,318
PCD_9,30.0,248,415,318
PCD_9,30.0,249,415,318
PCD_9,30.0,250,417,318
PCD_9,30.0,251,418,315
PCD_9,30.0,252,417,318
PCD_9,30.0,253,419,314
PCD_9,30.0,254,418,318
PCD_9,30.0,255,418,318
PCD_9,30.0,256,418,317
PCD_9,30.0,257,418,315
PCD_9,30.0,258,418,315
PCD_9,30.0,259,419,313
PCD_9,30.0,260,418,313
PCD_9,30.0,261,413,318
PCD_9,30.0,262,414,318
PCD_9,30.0,263,415,318
PCD_9,30.0,264,414,318
PCD_9,30.0,265,416,318
PCD_9,30.0,266,416,318
PCD_9,30.0,267,416,318
PCD_9,30.0,268,417,318
PCD_9,30.0,269,416,318
PCD_9,30.0,270,419,314
PCD_9,30.0,271,414,318
PCD_9,30.0,272,415,318
PCD_9,30.0,273,416,318
PCD_9,30.0,274,416,318
PCD_9,30.0,275,414,318
PCD_9,30.0,276,414,318
PCD_9,30.0,277,412,318
PCD_9,30.0,278,418,314
PCD_9,30.0,279,419,313
